
@relation house-prices

@attribute num_quartos numeric
@attribute tamanho numeric
@attribute idade numeric
@attribute preco numeric

@data
2, 267, 11, 532603
4, 132, 26, 518690
4, 262, 12, 1051982
1, 196, 6, 185009
2, 296, 15, 590151
5, 285, 23, 1416796
2, 248, 10, 493984
4, 146, 12, 580225
3, 293, 0, 885476
2, 107, 25, 204986
1, 125, 11, 118271
5, 51, 16, 237141
4, 188, 16, 751377
3, 134, 19, 395364
3, 285, 2, 855298
5, 163, 6, 808019
2, 64, 0, 133648
3, 205, 5, 604110
2, 179, 17, 341218
4, 65, 27, 255325
2, 252, 1, 498409
4, 279, 28, 1110639
2, 75, 15, 143852
2, 158, 2, 321948
2, 260, 24, 511133
5, 183, 13, 915045
2, 193, 28, 379328
4, 65, 16, 259367
1, 174, 8, 171018
3, 124, 0, 366296
2, 117, 17, 218321
4, 273, 19, 1079058
2, 120, 13, 237929
5, 93, 20, 459167
2, 145, 17, 278278
1, 229, 26, 212916
3, 140, 0, 427035
2, 223, 26, 442873
4, 80, 5, 309842
3, 192, 22, 566187
2, 263, 21, 516447
2, 220, 17, 424633
2, 197, 4, 398195
2, 175, 3, 352666
3, 210, 1, 638571
5, 292, 19, 1457849
2, 259, 17, 501539
1, 221, 24, 216524
5, 267, 29, 1329296
3, 214, 19, 629595
1, 76, 12, 69393
5, 51, 20, 237663
4, 202, 16, 803546
5, 218, 29, 1077021
1, 176, 11, 163706
5, 203, 15, 998663
4, 150, 26, 589965
1, 166, 4, 158648
1, 136, 12, 126954
5, 257, 22, 1265856
3, 139, 29, 412036
2, 190, 20, 362128
4, 88, 5, 342345
4, 188, 11, 755295
2, 219, 16, 427310
5, 280, 18, 1390016
3, 183, 5, 544514
3, 214, 10, 643579
3, 136, 0, 410409
4, 286, 12, 1131929
5, 116, 9, 578151
4, 141, 10, 550633
4, 129, 14, 502362
5, 143, 10, 713010
4, 282, 1, 1130786
2, 103, 12, 195424
2, 102, 16, 199047
4, 68, 6, 266965
4, 55, 18, 202644
1, 221, 7, 210700
5, 274, 27, 1355735
1, 219, 1, 226850
2, 223, 28, 425957
4, 64, 3, 252319
3, 133, 17, 389665
1, 255, 1, 257212
4, 285, 13, 1138891
3, 258, 10, 762926
3, 277, 28, 820556
5, 226, 15, 1121847
4, 249, 26, 992935
4, 268, 16, 1065750
1, 155, 2, 159361
1, 58, 1, 65473
1, 245, 20, 228854
1, 121, 0, 128986
3, 221, 9, 649720
4, 64, 27, 246460
4, 197, 5, 785128
2, 283, 24, 547105
2, 245, 4, 492463
5, 263, 10, 1316172
3, 224, 16, 654037
2, 290, 17, 579441
5, 151, 29, 748425
2, 270, 15, 523531
1, 134, 1, 139285
3, 259, 5, 779696
5, 133, 6, 671103
1, 233, 25, 214332
5, 67, 13, 324025
1, 127, 0, 135013
3, 233, 14, 685142
2, 270, 7, 535032
2, 260, 5, 524546
2, 294, 28, 577058
5, 97, 10, 473622
1, 224, 19, 218246
3, 82, 17, 238452
1, 210, 23, 202997
5, 174, 29, 855138
3, 132, 26, 392338
4, 241, 12, 948512
2, 135, 4, 262526
1, 151, 21, 143392
3, 244, 6, 720239
3, 173, 28, 508622
1, 198, 13, 182181
4, 283, 24, 1124488
4, 167, 3, 659035
4, 145, 18, 569007
4, 93, 27, 357818
2, 216, 27, 421001
5, 211, 12, 1052776
5, 295, 15, 1465623
2, 169, 27, 319213
2, 76, 19, 144719
4, 215, 6, 850114
4, 157, 26, 618324
3, 277, 29, 819033
2, 128, 29, 233705
5, 139, 28, 671689
5, 153, 30, 741146
1, 243, 3, 247797
2, 82, 15, 147365
5, 237, 22, 1173593
4, 55, 23, 204369
1, 288, 29, 264624
1, 147, 19, 133283
1, 175, 29, 157176
3, 235, 15, 691493
4, 190, 25, 742628
3, 130, 6, 383959
1, 152, 0, 145122
4, 74, 9, 282026
4, 140, 30, 542223
1, 228, 15, 219861
1, 236, 2, 228477
1, 146, 0, 140364
2, 79, 29, 146274
2, 287, 2, 567483
4, 105, 3, 414664
3, 209, 25, 617361
4, 286, 6, 1134447
2, 62, 6, 112369
2, 156, 24, 305630
2, 91, 3, 181701
3, 179, 14, 525821
2, 281, 12, 553718
4, 123, 25, 474242
4, 292, 7, 1171107
5, 59, 8, 297349
5, 235, 16, 1162787
1, 129, 9, 124952
2, 144, 8, 293146
4, 272, 26, 1082622
1, 127, 20, 107972
2, 157, 20, 311846
4, 97, 12, 381068
5, 275, 23, 1369327
4, 155, 9, 614987
5, 219, 30, 1079613
4, 89, 25, 350317
2, 255, 16, 501541
3, 183, 30, 536808
3, 234, 2, 698246
1, 100, 13, 94765
1, 62, 2, 52237
3, 203, 12, 604241
3, 297, 11, 883515
4, 137, 6, 551830
1, 87, 23, 71139
4, 252, 17, 1007992
4, 175, 8, 705833
3, 91, 8, 261141
5, 142, 7, 697384
3, 76, 20, 218642
3, 94, 6, 283983
3, 267, 23, 786301
4, 111, 27, 438322
1, 232, 20, 229349
1, 149, 25, 128702
2, 221, 9, 442592
3, 85, 2, 261300
4, 98, 13, 380128
1, 152, 30, 129862
3, 256, 10, 770715
4, 97, 29, 375448
5, 99, 22, 488627
3, 242, 29, 716778
5, 279, 17, 1386746
3, 247, 14, 738913
5, 253, 24, 1262410
4, 128, 4, 513785
1, 159, 23, 149746
2, 118, 30, 226004
4, 271, 9, 1075158
1, 110, 23, 105235
2, 101, 21, 187967
1, 83, 12, 77068
2, 261, 26, 507005
2, 298, 0, 603971
5, 259, 20, 1275767
4, 293, 22, 1151115
4, 285, 27, 1127995
2, 82, 29, 144467
2, 297, 2, 588983
1, 95, 22, 90189
3, 263, 20, 782133
3, 148, 15, 427901
3, 156, 2, 463140
1, 270, 7, 272121
1, 243, 26, 226531
1, 290, 27, 281401
2, 270, 11, 527290
2, 86, 10, 174020
1, 294, 28, 288859
3, 300, 19, 895885
2, 154, 6, 305193
5, 216, 11, 1078767
5, 82, 17, 396414
2, 92, 16, 168045
1, 221, 15, 217608
5, 213, 24, 1053405
5, 282, 14, 1410830
2, 76, 11, 147621
4, 146, 12, 582062
4, 167, 22, 661621
5, 94, 5, 464653
3, 195, 1, 575528
1, 115, 12, 104331
4, 278, 8, 1111555
1, 97, 19, 90413
1, 103, 2, 102269
2, 99, 25, 189041
4, 143, 25, 564414
1, 163, 29, 156605
2, 222, 17, 428336
5, 156, 19, 768188
2, 223, 13, 438523
2, 72, 28, 129228
1, 69, 26, 51423
4, 97, 5, 379530
2, 100, 13, 183886
4, 240, 11, 952835
4, 143, 21, 569411
4, 283, 16, 1114921
4, 143, 16, 559649
3, 63, 21, 187767
3, 205, 2, 617485
1, 158, 18, 157231
4, 162, 8, 646100
2, 161, 29, 315433
4, 157, 28, 606894
2, 129, 15, 256298
5, 231, 6, 1151916
4, 217, 1, 865796
4, 67, 15, 262825
5, 269, 7, 1333368
2, 68, 1, 128708
3, 221, 12, 654680
1, 279, 5, 282098
3, 200, 12, 593894
5, 187, 22, 914105
1, 250, 8, 248922
4, 247, 10, 977923
1, 100, 9, 89614
1, 232, 16, 221213
5, 283, 27, 1394151
5, 271, 24, 1349091
3, 198, 14, 581782
3, 57, 21, 157978
1, 249, 12, 252406
2, 61, 0, 130687
1, 133, 30, 125253
3, 72, 17, 198469
1, 101, 5, 92640
2, 98, 17, 188628
3, 81, 17, 241776
1, 96, 3, 88327
4, 270, 7, 1078806
3, 64, 2, 187489
3, 50, 1, 157028
5, 82, 12, 401830
2, 249, 28, 483653
4, 77, 23, 302193
5, 107, 10, 524232
5, 108, 29, 528504
1, 148, 23, 139619
2, 179, 0, 367044
1, 289, 13, 276831
4, 76, 5, 302325
5, 197, 18, 985171
3, 106, 17, 302218
2, 50, 11, 87057
5, 273, 28, 1354109
2, 183, 21, 363153
3, 193, 29, 572698
3, 156, 29, 456511
5, 143, 14, 709799
5, 244, 29, 1200506
1, 234, 7, 224205
1, 190, 11, 187970
4, 173, 24, 683460
4, 211, 1, 847730
1, 83, 19, 64540
3, 111, 1, 324989
5, 133, 7, 669210
1, 78, 16, 76324
4, 173, 6, 683937
5, 69, 16, 340530
5, 159, 16, 790969
2, 244, 26, 480922
4, 252, 29, 1003331
4, 246, 28, 964438
1, 135, 27, 122494
4, 139, 29, 535580
1, 143, 5, 137263
4, 236, 8, 945184
2, 125, 9, 241801
1, 237, 29, 224554
2, 292, 9, 580015
4, 144, 0, 574268
4, 234, 27, 923867
3, 183, 2, 553408
5, 151, 7, 745138
2, 79, 19, 153960
5, 188, 19, 936174
2, 230, 24, 440734
2, 123, 16, 237522
3, 261, 30, 776871
5, 107, 18, 521552
2, 130, 28, 254309
2, 184, 10, 372212
5, 280, 17, 1397971
5, 284, 23, 1402837
1, 253, 16, 253070
1, 51, 13, 34625
1, 195, 27, 178510
3, 225, 3, 679900
5, 177, 18, 877506
3, 129, 5, 374826
5, 59, 12, 293824
1, 282, 13, 282852
3, 248, 25, 732391
5, 297, 13, 1479797
3, 193, 26, 562966
2, 64, 6, 128344
1, 295, 23, 287692
1, 80, 21, 75937
5, 127, 19, 620441
5, 108, 20, 537352
5, 253, 22, 1260180
3, 71, 13, 209537
5, 64, 15, 306672
2, 222, 27, 429982
4, 296, 26, 1167211
4, 89, 4, 363543
3, 236, 14, 704540
3, 104, 13, 299711
4, 121, 14, 469516
2, 242, 25, 465281
4, 267, 30, 1054790
1, 125, 18, 109786
1, 234, 6, 223365
5, 200, 20, 988458
4, 262, 22, 1044489
1, 209, 22, 206213
3, 143, 12, 432497
5, 247, 22, 1225596
2, 162, 23, 307579
3, 207, 7, 612325
2, 92, 11, 182488
1, 231, 10, 228911
4, 81, 7, 323316
5, 204, 10, 1010739
1, 90, 24, 71235
5, 230, 10, 1152621
3, 129, 22, 383598
2, 59, 21, 100706
2, 203, 19, 391195
2, 282, 9, 566661
1, 166, 10, 169838
3, 202, 12, 590519
4, 95, 15, 366521
2, 105, 13, 196625
3, 193, 0, 583222
5, 272, 9, 1364344
3, 272, 26, 794833
3, 142, 0, 419844
2, 131, 13, 263199
5, 96, 18, 471348
1, 220, 12, 215327
1, 297, 15, 294063
4, 59, 6, 230052
1, 160, 30, 145041
1, 269, 19, 260708
2, 50, 9, 87259
5, 202, 7, 999766
3, 117, 25, 333024
4, 111, 9, 448992
5, 61, 6, 301673
1, 286, 23, 264552
4, 256, 19, 1018628
2, 251, 20, 485244
1, 61, 25, 39028
2, 257, 26, 509815
5, 262, 18, 1303272
4, 218, 12, 867342
1, 54, 4, 52493
2, 250, 16, 491447
3, 160, 28, 474391
2, 156, 24, 299156
5, 263, 7, 1310481
3, 128, 8, 384567
3, 134, 23, 395310
3, 198, 14, 594021
5, 270, 9, 1354894
3, 149, 9, 446516
3, 195, 21, 579882
5, 291, 8, 1441614
5, 222, 21, 1098726
5, 260, 13, 1302100
4, 193, 10, 774801
1, 188, 24, 169985
4, 56, 1, 224011
1, 267, 22, 255139
1, 219, 27, 204962
3, 52, 17, 157012
2, 199, 14, 391630
4, 152, 24, 604244
2, 180, 22, 350945
5, 229, 16, 1146583
4, 279, 29, 1103911
1, 191, 12, 189374
2, 71, 1, 148048
2, 58, 25, 96810
1, 144, 7, 143392
2, 264, 25, 516374
3, 100, 16, 293241
4, 150, 21, 595420
2, 255, 11, 513355
2, 178, 4, 354931
2, 71, 4, 139989
5, 230, 11, 1146857
2, 237, 15, 464516
2, 61, 27, 103411
3, 300, 30, 881275
1, 101, 20, 88429
4, 67, 15, 262106
3, 66, 1, 196141
3, 184, 8, 549181
5, 168, 24, 819261
4, 256, 0, 1027454
5, 178, 15, 879101
4, 296, 7, 1183941
3, 120, 23, 352753
3, 154, 12, 456763
1, 169, 6, 171448
1, 196, 11, 182830
1, 274, 6, 272914
2, 87, 28, 163056
1, 221, 5, 211809
5, 137, 9, 679403
1, 115, 20, 109849
2, 103, 14, 200655
4, 202, 13, 793723
3, 109, 17, 318648
4, 228, 7, 904845
2, 94, 27, 177454
2, 218, 11, 424873
3, 182, 4, 548266
5, 75, 3, 369093
3, 290, 4, 872694
2, 120, 9, 232838
5, 219, 29, 1083047
1, 74, 8, 76100
2, 178, 19, 340260
4, 56, 13, 222069
4, 51, 12, 191495
1, 255, 2, 257826
4, 134, 28, 528369
5, 264, 23, 1312755
2, 283, 18, 563267
4, 53, 5, 217332
3, 157, 19, 465209
3, 105, 24, 304792
4, 225, 13, 891898
3, 73, 13, 214490
1, 173, 26, 168049
3, 281, 27, 823666
4, 157, 3, 627440
5, 136, 18, 680830
4, 222, 7, 884907
4, 132, 23, 523996
4, 263, 19, 1052313
1, 288, 13, 273279
3, 129, 6, 384101
3, 193, 12, 575803
3, 54, 0, 170235
3, 219, 25, 638227
1, 240, 23, 234579
5, 219, 10, 1093094
5, 81, 22, 401602
3, 170, 0, 503418
2, 82, 20, 148912
2, 80, 17, 156134
3, 217, 10, 649663
3, 132, 13, 390907
2, 144, 25, 272272
3, 170, 22, 508263
5, 92, 2, 449304
4, 57, 2, 223830
4, 109, 15, 424568
1, 279, 22, 267470
5, 124, 7, 610129
5, 67, 7, 329739
3, 115, 18, 330172
3, 297, 1, 891728
3, 252, 9, 742057
4, 52, 25, 190380
5, 225, 17, 1118437
1, 63, 24, 56184
4, 213, 24, 838059
2, 229, 28, 435136
1, 256, 20, 241967
2, 210, 30, 397371
2, 277, 17, 548313
3, 54, 11, 146719
3, 59, 17, 175221
1, 132, 1, 130519
3, 58, 0, 176295
5, 264, 15, 1309855
4, 118, 2, 466681
5, 270, 4, 1352974
2, 124, 14, 239769
4, 176, 22, 699490
5, 74, 25, 358313
2, 274, 27, 532471
1, 233, 30, 213086
2, 199, 22, 381767
5, 210, 23, 1037042
2, 62, 22, 118720
5, 61, 8, 298259
1, 183, 15, 179556
5, 115, 15, 575506
3, 146, 27, 414706
5, 258, 29, 1268479
5, 69, 26, 323179
5, 158, 6, 791335
1, 122, 17, 107012
2, 274, 23, 544680
5, 104, 24, 513519
3, 91, 4, 277933
4, 209, 20, 819151
5, 174, 6, 874442
4, 227, 13, 893617
1, 153, 0, 153775
2, 214, 5, 425578
1, 193, 10, 185075
1, 219, 9, 221337
5, 90, 7, 451915
2, 158, 28, 304384
3, 58, 1, 179500
2, 53, 27, 95843
4, 94, 19, 357647
2, 298, 12, 589953
5, 59, 9, 283308
5, 254, 15, 1271178
4, 227, 2, 914963
3, 50, 10, 152108
2, 195, 3, 397088
1, 201, 5, 208272
5, 106, 4, 536720
3, 176, 26, 505013
1, 141, 7, 131392
3, 280, 0, 832280
2, 58, 12, 108993
2, 188, 21, 363472
4, 75, 16, 288507
3, 142, 14, 423694
1, 135, 20, 128336
3, 73, 15, 208567
4, 269, 18, 1076518
4, 174, 1, 693539
4, 72, 22, 286051
2, 148, 29, 272183
2, 58, 14, 108234
1, 270, 26, 256193
3, 110, 4, 322590
5, 107, 10, 521421
4, 99, 30, 372110
3, 157, 28, 463918
4, 300, 27, 1178854
5, 61, 20, 301342
5, 271, 2, 1348124
3, 277, 15, 824273
4, 173, 5, 687612
2, 282, 10, 551534
3, 151, 4, 457393
3, 133, 4, 396719
1, 71, 16, 53490
3, 101, 19, 284232
2, 161, 20, 313322
2, 272, 29, 534337
4, 59, 25, 216111
4, 114, 6, 444819
3, 103, 17, 303042
4, 87, 27, 335440
1, 168, 9, 157964
2, 181, 21, 345669
2, 164, 16, 326635
2, 230, 18, 453135
4, 284, 15, 1122775
3, 91, 2, 270249
2, 240, 1, 474138
4, 76, 19, 303651
4, 184, 24, 715295
1, 282, 1, 277071
3, 162, 29, 480139
1, 162, 11, 148624
4, 71, 25, 276498
3, 79, 7, 227750
5, 209, 20, 1043269
3, 296, 16, 887065
2, 143, 0, 285525
5, 101, 25, 488637
1, 79, 15, 80758
5, 164, 20, 818617
4, 55, 18, 213806
3, 266, 1, 794201
1, 293, 6, 290398
1, 261, 13, 259558
3, 139, 19, 406918
5, 242, 3, 1210320
4, 184, 21, 720422
5, 261, 20, 1304445
2, 127, 13, 252175
3, 81, 19, 224517
4, 62, 16, 242975
5, 231, 5, 1150564
1, 205, 7, 194230
1, 279, 28, 258809
2, 64, 17, 124715
1, 54, 10, 43528
1, 182, 0, 179486
2, 189, 6, 374045
4, 146, 14, 574533
4, 258, 13, 1026485
1, 170, 4, 161256
2, 178, 26, 339028
2, 153, 16, 291993
5, 232, 17, 1153054
3, 51, 21, 147735
5, 141, 13, 708482
1, 272, 22, 262153
2, 92, 0, 192978
1, 122, 4, 123020
3, 74, 15, 220685
4, 290, 13, 1151307
3, 166, 9, 496340
2, 213, 23, 404889
5, 262, 7, 1301483
1, 92, 18, 88140
3, 150, 5, 452698
2, 155, 8, 313525
3, 95, 18, 277245
4, 258, 3, 1023240
5, 78, 7, 379075
2, 186, 25, 365201
2, 273, 4, 543284
3, 126, 9, 381771
2, 243, 5, 492096
2, 210, 30, 412345
5, 159, 6, 796624
4, 271, 1, 1074875
1, 234, 22, 224244
2, 161, 24, 305082
2, 135, 19, 269359
3, 282, 24, 824465
5, 72, 29, 343983
5, 205, 1, 1030916
2, 136, 19, 252655
4, 273, 18, 1079351
4, 114, 19, 443998
2, 133, 24, 263801
2, 156, 10, 313754
2, 283, 17, 560214
2, 293, 30, 561764
5, 94, 18, 470975
4, 177, 26, 689856
4, 75, 28, 287197
5, 263, 22, 1305854
1, 200, 17, 181992
4, 171, 29, 659696
5, 274, 28, 1346902
4, 165, 12, 647068
5, 198, 15, 976016
2, 199, 28, 381167
2, 195, 7, 384208
1, 148, 9, 147065
4, 87, 20, 341190
1, 298, 3, 296538
1, 193, 19, 176185
5, 195, 4, 970594
2, 169, 26, 331519
1, 215, 29, 204779
1, 148, 2, 154381
2, 175, 26, 330360
3, 86, 7, 259007
2, 60, 26, 99515
3, 240, 13, 707978
2, 245, 26, 477235
2, 122, 14, 230682
2, 84, 15, 157529
4, 226, 6, 893701
4, 193, 3, 771780
5, 96, 24, 461043
4, 190, 6, 757807
1, 148, 26, 141229
4, 80, 6, 308619
1, 290, 24, 278311
5, 162, 19, 800272
2, 144, 3, 290364
1, 240, 9, 230457
1, 175, 17, 161896
2, 112, 10, 219393
1, 54, 19, 43183
5, 72, 27, 348858
4, 144, 23, 569057
5, 250, 11, 1245090
4, 93, 11, 376186
1, 102, 7, 98020
3, 213, 11, 628915
3, 115, 6, 351609
5, 262, 2, 1313143
4, 160, 19, 628339
1, 126, 1, 134586
4, 282, 20, 1113520
5, 294, 9, 1466922
2, 131, 24, 252136
5, 291, 19, 1443592
5, 107, 29, 513380
3, 136, 26, 392273
1, 85, 17, 74242
2, 83, 20, 164432
2, 275, 15, 539988
3, 243, 28, 722147
2, 72, 7, 144532
5, 299, 30, 1479535
5, 157, 27, 773727
2, 57, 17, 108738
3, 234, 0, 706682
4, 107, 2, 426875
3, 155, 7, 470890
2, 250, 26, 480414
3, 189, 21, 562913
2, 103, 11, 207927
5, 177, 12, 882969
1, 297, 22, 276424
2, 134, 11, 259903
4, 273, 26, 1085544
2, 225, 2, 443386
4, 270, 26, 1072340
2, 158, 23, 304712
5, 145, 5, 731508
2, 240, 1, 486631
3, 291, 19, 858864
4, 61, 19, 231900
2, 92, 7, 189292
2, 150, 23, 295951
1, 288, 0, 286555
2, 274, 4, 543944
2, 54, 22, 87763
5, 122, 17, 611166
2, 134, 10, 272830
4, 57, 6, 217332
1, 255, 28, 240670
3, 299, 4, 896501
5, 177, 11, 886695
5, 243, 7, 1208563
3, 126, 22, 372957
2, 253, 1, 513405
3, 269, 1, 801182
2, 267, 16, 525849
2, 154, 24, 299895
3, 127, 8, 371501
4, 265, 3, 1053936
3, 64, 27, 184604
2, 129, 27, 253124
3, 295, 3, 886556
4, 235, 20, 938819
5, 112, 13, 556248
3, 215, 4, 642907
1, 210, 8, 202896
4, 64, 3, 254407
2, 239, 4, 475264
3, 132, 27, 375655
3, 232, 15, 694329
4, 159, 16, 637464
4, 90, 3, 358613
4, 165, 30, 637055
4, 57, 5, 225900
5, 159, 20, 792324
2, 183, 7, 365947
3, 59, 30, 163054
5, 271, 23, 1338573
4, 226, 2, 899028
1, 200, 17, 197584
4, 154, 10, 610948
2, 57, 25, 107465
2, 70, 27, 135202
1, 236, 11, 240111
3, 225, 26, 669404
2, 76, 29, 129076
2, 110, 8, 220632
1, 116, 17, 104877
4, 102, 7, 397240
1, 165, 23, 147649
4, 157, 23, 606806
2, 197, 6, 394783
3, 161, 23, 470470
5, 107, 5, 526369
1, 167, 21, 149039
5, 93, 26, 451036
2, 55, 5, 115263
1, 115, 4, 111163
2, 210, 12, 413515
1, 66, 5, 62967
1, 242, 19, 233640
4, 65, 4, 259797
1, 287, 4, 280499
5, 281, 7, 1411292
5, 61, 8, 294861
4, 62, 12, 243868
5, 252, 13, 1244195
5, 88, 14, 440801
1, 132, 28, 123283
2, 113, 4, 226605
4, 284, 10, 1132897
3, 249, 1, 749603
5, 169, 21, 843439
3, 184, 18, 551080
4, 93, 0, 367963
1, 172, 1, 181200
3, 141, 12, 413998
2, 218, 17, 419393
4, 200, 27, 785509
1, 261, 12, 245065
5, 184, 15, 917500
3, 210, 21, 609628
4, 207, 26, 807954
4, 195, 30, 761497
5, 263, 27, 1299345
2, 136, 10, 266287
2, 221, 14, 433336
2, 179, 9, 358155
4, 126, 18, 496921
4, 150, 4, 593755
2, 242, 23, 475638
2, 288, 5, 570686
1, 146, 9, 149644
4, 297, 13, 1180756
3, 288, 13, 853594
4, 148, 19, 584936
2, 167, 22, 332219
1, 131, 17, 132029
5, 164, 27, 802134
2, 295, 23, 579856
4, 192, 23, 755478
3, 186, 22, 544901
1, 245, 8, 246519
3, 109, 20, 322544
5, 61, 11, 299213
1, 162, 1, 153687
3, 156, 3, 476348
2, 187, 12, 360827
2, 164, 23, 307900
2, 106, 28, 203204
1, 188, 0, 189371
1, 238, 5, 231017
5, 178, 21, 878797
1, 211, 28, 198449
3, 150, 8, 452448
2, 246, 13, 476641
4, 167, 9, 665069
5, 299, 26, 1484198
4, 227, 20, 895631
5, 281, 17, 1404745
5, 88, 19, 422914
4, 176, 5, 700405
3, 233, 29, 677738
1, 225, 18, 213564
1, 75, 25, 55192
3, 206, 0, 626567
5, 66, 15, 330740
5, 269, 7, 1344468
1, 213, 10, 202398
5, 180, 2, 890222
1, 263, 21, 257063
4, 139, 20, 555388
1, 147, 18, 132937
2, 251, 26, 493835
3, 136, 19, 397142
2, 297, 26, 574970
3, 107, 29, 309054
1, 293, 17, 285856
2, 257, 17, 508132
4, 272, 18, 1082963
3, 50, 1, 147472
1, 134, 11, 125520
5, 94, 21, 457395
1, 69, 7, 59060
1, 220, 30, 212206
2, 223, 5, 441824
1, 192, 11, 190662
5, 264, 26, 1312077
2, 162, 17, 307474
2, 95, 10, 186949
2, 281, 26, 547026
1, 162, 19, 153351
1, 235, 28, 229229
5, 231, 21, 1153959
3, 150, 25, 437529
3, 244, 3, 737544
5, 285, 11, 1428926
1, 103, 9, 90700
4, 222, 6, 878726
2, 283, 11, 550884
1, 69, 1, 59453
5, 283, 16, 1416339
1, 50, 23, 37244
5, 243, 6, 1206332
1, 248, 16, 239858
1, 133, 11, 121172
3, 195, 15, 579882
5, 176, 3, 875167
5, 229, 19, 1128241
3, 248, 20, 729233
2, 246, 26, 474321
3, 132, 12, 397348
5, 296, 1, 1486550
2, 227, 2, 446878
5, 139, 22, 675280
2, 233, 15, 461629
1, 52, 1, 49168
5, 299, 4, 1490818
1, 178, 18, 172300
4, 204, 16, 803880
2, 92, 17, 170175
3, 235, 4, 704488
5, 71, 28, 339903
3, 145, 22, 426690
3, 85, 4, 243950
3, 96, 4, 278129
3, 126, 19, 361831
1, 253, 5, 245928
2, 217, 12, 433950
3, 261, 24, 774670
1, 296, 20, 293429
2, 191, 7, 368828
2, 188, 23, 373493
2, 100, 30, 194080
3, 180, 12, 532542
2, 61, 2, 111584
4, 152, 16, 608540
2, 264, 28, 514921
5, 269, 20, 1340238
3, 170, 20, 495760
2, 138, 10, 266586
1, 176, 13, 174645
3, 121, 24, 357363
1, 300, 14, 298306
3, 298, 30, 876990
5, 95, 24, 461999
5, 280, 8, 1401625
5, 220, 10, 1103675
2, 86, 28, 152388
2, 231, 0, 453926
1, 107, 2, 111174
5, 293, 24, 1448765
2, 79, 1, 165689
1, 61, 27, 41781
5, 118, 28, 572164
2, 241, 1, 472344
4, 143, 1, 562130
5, 250, 21, 1243057
5, 222, 17, 1104299
4, 109, 7, 423471
5, 186, 25, 921845
3, 127, 5, 381185
2, 62, 0, 115495
2, 293, 19, 572872
2, 148, 27, 288500
3, 193, 23, 566388
4, 263, 17, 1044589
3, 136, 29, 399814
3, 60, 9, 169719
1, 134, 25, 122919
5, 170, 3, 854943
4, 295, 18, 1170947
1, 139, 4, 139050
4, 66, 8, 262621
4, 295, 26, 1171095
5, 234, 3, 1162654
5, 98, 20, 482530
3, 87, 27, 238982
3, 169, 18, 495500
5, 60, 9, 301347
5, 255, 20, 1263217
3, 207, 11, 608735
2, 129, 3, 253274
3, 238, 23, 708187
4, 156, 21, 604335
1, 140, 1, 131017
5, 261, 16, 1295925
3, 289, 22, 847614
4, 184, 21, 718979
4, 99, 2, 396581
3, 279, 4, 835171
2, 299, 13, 588607
1, 293, 6, 284522
4, 87, 24, 342441
3, 66, 13, 201307
2, 107, 13, 199769
3, 251, 23, 744030
1, 249, 27, 242189
1, 182, 8, 176126
5, 115, 1, 582739
5, 85, 20, 424903
5, 154, 16, 766265
2, 80, 16, 152111
2, 80, 26, 155033
3, 283, 16, 834976
1, 195, 17, 183728
5, 277, 12, 1372654
4, 124, 30, 483190
4, 238, 2, 948273
1, 118, 7, 117928
1, 300, 7, 301107
4, 124, 20, 492515
5, 191, 17, 943176
5, 124, 27, 602115
5, 184, 3, 918850
3, 189, 13, 563032
5, 170, 8, 837943
1, 259, 13, 257264
1, 253, 4, 260139
1, 288, 4, 286151
2, 199, 0, 394307
3, 85, 28, 245044
3, 77, 16, 217834
4, 136, 14, 544120
5, 220, 12, 1100293
1, 245, 4, 245979
2, 233, 3, 462766
3, 156, 29, 447030
5, 56, 28, 262726
4, 78, 10, 308213
1, 189, 13, 173729
1, 76, 24, 66610
5, 243, 13, 1212753
1, 124, 26, 120369
5, 75, 23, 362995
5, 267, 22, 1328383
1, 254, 15, 244272
3, 216, 13, 637521
5, 81, 22, 396683
1, 216, 5, 211561
5, 218, 2, 1090706
1, 129, 2, 133545
1, 197, 7, 190395
1, 290, 29, 284111
2, 209, 3, 408232
5, 267, 1, 1339171
1, 235, 29, 214218
5, 282, 16, 1395232
2, 200, 3, 400651
4, 251, 6, 1000699
3, 146, 28, 428418
1, 270, 30, 261410
3, 190, 0, 571026
1, 281, 26, 259703
3, 296, 11, 884071
4, 140, 23, 557109
5, 79, 29, 377833
3, 294, 12, 868920
5, 299, 2, 1485411
1, 268, 7, 272057
5, 245, 23, 1214690
3, 263, 23, 782241
4, 79, 2, 305944
2, 216, 14, 432255
1, 71, 20, 63636
3, 136, 7, 398871
1, 173, 2, 162174
2, 261, 19, 515168
3, 227, 6, 686908
2, 163, 12, 324520
4, 179, 25, 706327
2, 263, 5, 532844
4, 204, 12, 812744
4, 262, 29, 1034230
2, 74, 28, 136028
2, 94, 2, 188801
4, 110, 9, 430442
4, 297, 10, 1188598
3, 53, 19, 147236
4, 51, 19, 184533
1, 270, 0, 260356
3, 278, 12, 827534
1, 210, 3, 210110
2, 182, 10, 353276
3, 241, 15, 712997
4, 209, 11, 832755
3, 126, 20, 358781
1, 123, 9, 112104
4, 205, 14, 812379
5, 157, 22, 769230
2, 186, 11, 359465
4, 98, 19, 373757
4, 206, 25, 819741
3, 276, 20, 818926
4, 244, 25, 969101
5, 161, 22, 791509
4, 205, 11, 817695
2, 78, 12, 151299
2, 73, 16, 142150
3, 227, 11, 673541
